"Subject","Predicate","Object"
"UserSession: 402_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 402_Tiktok_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 402_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 402_Tiktok_Smartphone","performsActivity","At Work"
"UserID: 403","hasGender","Female"
"UserID: 403","livesIn","Vietnam"
"UserID: 403","hasProfession","Students"
"UserID: 403","hasDemographics","Urban"
"UserID: 403","watched","VideoID: 7574 (Gaming)"
"VideoID: 7574 (Gaming)","watchReason","Boredom"
"UserID: 403","watchedSession","UserSession: 403_Youtube_Smartphone"
"UserSession: 403_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 403_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 403_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 403_Youtube_Smartphone","performsActivity","At School"
"UserID: 404","hasGender","Female"
"UserID: 404","livesIn","Germany"
"UserID: 404","hasProfession","Engineer"
"UserID: 404","hasDemographics","Rural"
"UserID: 404","watched","VideoID: 1579 (Vlogs)"
"VideoID: 1579 (Vlogs)","watchReason","Procrastination"
"UserID: 404","watchedSession","UserSession: 404_Facebook_Smartphone"
"UserSession: 404_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 404_Facebook_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 404_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 404_Facebook_Smartphone","performsActivity","At Home"
"UserID: 405","hasGender","Male"
"UserID: 405","livesIn","United States"
"UserID: 405","hasProfession","Students"
"UserID: 405","hasDemographics","Urban"
"UserID: 405","watched","VideoID: 880 (Entertainment)"
"VideoID: 880 (Entertainment)","watchReason","Boredom"
"UserID: 405","watchedSession","UserSession: 405_Youtube_Tablet"
"UserSession: 405_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 405_Youtube_Tablet","usesDevice","Tablet (Android)"
"UserSession: 405_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 405_Youtube_Tablet","performsActivity","At Home"
"UserID: 406","hasGender","Male"
"UserID: 406","livesIn","Mexico"
"UserID: 406","hasProfession","Engineer"
"UserID: 406","hasDemographics","Rural"
"UserID: 406","watched","VideoID: 2163 (Pranks)"
"VideoID: 2163 (Pranks)","watchReason","Boredom"
"UserID: 406","watchedSession","UserSession: 406_Youtube_Tablet"
"UserSession: 406_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 406_Youtube_Tablet","usesDevice","Tablet (Android)"
"UserSession: 406_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 406_Youtube_Tablet","performsActivity","At School"
"UserID: 407","hasGender","Female"
"UserID: 407","livesIn","Indonesia"
"UserID: 407","hasProfession","Driver"
"UserID: 407","hasDemographics","Rural"
"UserID: 407","watched","VideoID: 9765 (Life Hacks)"
"VideoID: 9765 (Life Hacks)","watchReason","Procrastination"
"UserID: 407","watchedSession","UserSession: 407_Youtube_Tablet"
"UserSession: 407_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 407_Youtube_Tablet","usesDevice","Tablet (Android)"
"UserSession: 407_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 407_Youtube_Tablet","performsActivity","At Home"
"UserID: 408","hasGender","Male"
"UserID: 408","livesIn","Mexico"
"UserID: 408","hasProfession","Cashier"
"UserID: 408","hasDemographics","Rural"
"UserID: 408","watched","VideoID: 9841 (Entertainment)"
"VideoID: 9841 (Entertainment)","watchReason","Habit"
"UserID: 408","watchedSession","UserSession: 408_Facebook_Computer"
"UserSession: 408_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 408_Facebook_Computer","usesDevice","Computer (Android)"
"UserSession: 408_Facebook_Computer","connectsVia","Wi-Fi"
"UserSession: 408_Facebook_Computer","performsActivity","At Work"
"UserID: 409","hasGender","Male"
"UserID: 409","livesIn","India"
"UserID: 409","hasProfession","Driver"
"UserID: 409","hasDemographics","Rural"
"UserID: 409","watched","VideoID: 7715 (Entertainment)"
"VideoID: 7715 (Entertainment)","watchReason","Boredom"
"UserID: 409","watchedSession","UserSession: 409_Facebook_Smartphone"
"UserSession: 409_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 409_Facebook_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 409_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 409_Facebook_Smartphone","performsActivity","At Work"
"UserID: 410","hasGender","Other"
"UserID: 410","livesIn","India"
"UserID: 410","hasProfession","Engineer"
"UserID: 410","hasDemographics","Urban"
"UserID: 410","watched","VideoID: 1360 (Jokes/Memes)"
"VideoID: 1360 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 410","watchedSession","UserSession: 410_Youtube_Tablet"
"UserSession: 410_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 410_Youtube_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 410_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 410_Youtube_Tablet","performsActivity","At Work"
"UserID: 411","hasGender","Male"
"UserID: 411","livesIn","Indonesia"
"UserID: 411","hasProfession","Waiting Staff"
"UserID: 411","hasDemographics","Rural"
"UserID: 411","watched","VideoID: 4432 (Jokes/Memes)"
"VideoID: 4432 (Jokes/Memes)","watchReason","Habit"
"UserID: 411","watchedSession","UserSession: 411_Tiktok_Computer"
"UserSession: 411_Tiktok_Computer","usesPlatform","Tiktok"
"UserSession: 411_Tiktok_Computer","usesDevice","Computer (Android)"
"UserSession: 411_Tiktok_Computer","connectsVia","Mobile Data"
"UserSession: 411_Tiktok_Computer","performsActivity","At Home"
"UserID: 412","hasGender","Male"
"UserID: 412","livesIn","Vietnam"
"UserID: 412","hasProfession","Students"
"UserID: 412","hasDemographics","Urban"
"UserID: 412","watched","VideoID: 8149 (Vlogs)"
"VideoID: 8149 (Vlogs)","watchReason","Entertainment"
"UserID: 412","watchedSession","UserSession: 412_Youtube_Smartphone"
"UserSession: 412_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 412_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 412_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 412_Youtube_Smartphone","performsActivity","At Home"
"UserID: 413","hasGender","Male"
"UserID: 413","livesIn","Philippines"
"UserID: 413","hasProfession","Waiting Staff"
"UserID: 413","hasDemographics","Rural"
"UserID: 413","watched","VideoID: 3961 (Trends)"
"VideoID: 3961 (Trends)","watchReason","Entertainment"
"UserID: 413","watchedSession","UserSession: 413_Tiktok_Smartphone"
"UserSession: 413_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 413_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 413_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 413_Tiktok_Smartphone","performsActivity","At Work"
"UserID: 414","hasGender","Female"
"UserID: 414","livesIn","Pakistan"
"UserID: 414","hasProfession","Students"
"UserID: 414","hasDemographics","Urban"
"UserID: 414","watched","VideoID: 3812 (Asmr)"
"VideoID: 3812 (Asmr)","watchReason","Habit"
"UserID: 414","watchedSession","UserSession: 414_Youtube_Smartphone"
"UserSession: 414_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 414_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 414_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 414_Youtube_Smartphone","performsActivity","At Home"
"UserID: 415","hasGender","Male"
"UserID: 415","livesIn","India"
"UserID: 415","hasProfession","Waiting Staff"
"UserID: 415","hasDemographics","Rural"
"UserID: 415","watched","VideoID: 4243 (Gaming)"
"VideoID: 4243 (Gaming)","watchReason","Boredom"
"UserID: 415","watchedSession","UserSession: 415_Instagram_Tablet"
"UserSession: 415_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 415_Instagram_Tablet","usesDevice","Tablet (Android)"
"UserSession: 415_Instagram_Tablet","connectsVia","Mobile Data"
"UserSession: 415_Instagram_Tablet","performsActivity","At School"
"UserID: 416","hasGender","Female"
"UserID: 416","livesIn","Indonesia"
"UserID: 416","hasProfession","Manager"
"UserID: 416","hasDemographics","Rural"
"UserID: 416","watched","VideoID: 4218 (Asmr)"
"VideoID: 4218 (Asmr)","watchReason","Boredom"
"UserID: 416","watchedSession","UserSession: 416_Youtube_Smartphone"
"UserSession: 416_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 416_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 416_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 416_Youtube_Smartphone","performsActivity","Commuting"
"UserID: 417","hasGender","Female"
"UserID: 417","livesIn","Indonesia"
"UserID: 417","hasProfession","Students"
"UserID: 417","hasDemographics","Urban"
"UserID: 417","watched","VideoID: 81 (Asmr)"
"VideoID: 81 (Asmr)","watchReason","Habit"
"UserID: 417","watchedSession","UserSession: 417_Youtube_Smartphone"
"UserSession: 417_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 417_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 417_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 417_Youtube_Smartphone","performsActivity","At School"
"UserID: 418","hasGender","Male"
"UserID: 418","livesIn","India"
"UserID: 418","hasProfession","Teacher"
"UserID: 418","hasDemographics","Rural"
"UserID: 418","watched","VideoID: 2733 (Jokes/Memes)"
"VideoID: 2733 (Jokes/Memes)","watchReason","Boredom"
"UserID: 418","watchedSession","UserSession: 418_Facebook_Smartphone"
"UserSession: 418_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 418_Facebook_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 418_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 418_Facebook_Smartphone","performsActivity","Commuting"
"UserID: 419","hasGender","Male"
"UserID: 419","livesIn","Barzil"
"UserID: 419","hasProfession","Labor/Worker"
"UserID: 419","hasDemographics","Urban"
"UserID: 419","watched","VideoID: 7834 (Life Hacks)"
"VideoID: 7834 (Life Hacks)","watchReason","Habit"
"UserID: 419","watchedSession","UserSession: 419_Tiktok_Smartphone"
"UserSession: 419_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 419_Tiktok_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 419_Tiktok_Smartphone","connectsVia","Wi-Fi"
"UserSession: 419_Tiktok_Smartphone","performsActivity","Commuting"
"UserID: 420","hasGender","Male"
"UserID: 420","livesIn","Vietnam"
"UserID: 420","hasProfession","Students"
"UserID: 420","hasDemographics","Urban"
"UserID: 420","watched","VideoID: 2710 (Vlogs)"
"VideoID: 2710 (Vlogs)","watchReason","Habit"
"UserID: 420","watchedSession","UserSession: 420_Instagram_Smartphone"
"UserSession: 420_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 420_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 420_Instagram_Smartphone","connectsVia","Wi-Fi"
"UserSession: 420_Instagram_Smartphone","performsActivity","At School"
"UserID: 421","hasGender","Male"
"UserID: 421","livesIn","India"
"UserID: 421","hasProfession","Students"
"UserID: 421","hasDemographics","Urban"
"UserID: 421","watched","VideoID: 2423 (Entertainment)"
"VideoID: 2423 (Entertainment)","watchReason","Boredom"
"UserID: 421","watchedSession","UserSession: 421_Tiktok_Smartphone"
"UserSession: 421_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 421_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 421_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 421_Tiktok_Smartphone","performsActivity","At School"
"UserID: 422","hasGender","Male"
"UserID: 422","livesIn","Indonesia"
"UserID: 422","hasProfession","Engineer"
"UserID: 422","hasDemographics","Rural"
"UserID: 422","watched","VideoID: 3642 (Gaming)"
"VideoID: 3642 (Gaming)","watchReason","Boredom"
"UserID: 422","watchedSession","UserSession: 422_Instagram_Tablet"
"UserSession: 422_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 422_Instagram_Tablet","usesDevice","Tablet (Windows)"
"UserSession: 422_Instagram_Tablet","connectsVia","Wi-Fi"
"UserSession: 422_Instagram_Tablet","performsActivity","Commuting"
"UserID: 423","hasGender","Male"
"UserID: 423","livesIn","India"
"UserID: 423","hasProfession","Waiting Staff"
"UserID: 423","hasDemographics","Rural"
"UserID: 423","watched","VideoID: 668 (Pranks)"
"VideoID: 668 (Pranks)","watchReason","Entertainment"
"UserID: 423","watchedSession","UserSession: 423_Youtube_Tablet"
"UserSession: 423_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 423_Youtube_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 423_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 423_Youtube_Tablet","performsActivity","At Home"
"UserID: 424","hasGender","Male"
"UserID: 424","livesIn","India"
"UserID: 424","hasProfession","Waiting Staff"
"UserID: 424","hasDemographics","Rural"
"UserID: 424","watched","VideoID: 2497 (Jokes/Memes)"
"VideoID: 2497 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 424","watchedSession","UserSession: 424_Facebook_Smartphone"
"UserSession: 424_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 424_Facebook_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 424_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 424_Facebook_Smartphone","performsActivity","At Work"
"UserID: 425","hasGender","Male"
"UserID: 425","livesIn","India"
"UserID: 425","hasProfession","Waiting Staff"
"UserID: 425","hasDemographics","Rural"
"UserID: 425","watched","VideoID: 3500 (Comedy)"
"VideoID: 3500 (Comedy)","watchReason","Habit"
"UserID: 425","watchedSession","UserSession: 425_Facebook_Smartphone"
"UserSession: 425_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 425_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 425_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 425_Facebook_Smartphone","performsActivity","At Work"
"UserID: 426","hasGender","Female"
"UserID: 426","livesIn","Barzil"
"UserID: 426","hasProfession","Artist"
"UserID: 426","hasDemographics","Urban"
"UserID: 426","watched","VideoID: 9637 (Pranks)"
"VideoID: 9637 (Pranks)","watchReason","Boredom"
"UserID: 426","watchedSession","UserSession: 426_Tiktok_Smartphone"
"UserSession: 426_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 426_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 426_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 426_Tiktok_Smartphone","performsActivity","At School"
"UserID: 427","hasGender","Male"
"UserID: 427","livesIn","United States"
"UserID: 427","hasProfession","Waiting Staff"
"UserID: 427","hasDemographics","Rural"
"UserID: 427","watched","VideoID: 9538 (Asmr)"
"VideoID: 9538 (Asmr)","watchReason","Habit"
"UserID: 427","watchedSession","UserSession: 427_Facebook_Computer"
"UserSession: 427_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 427_Facebook_Computer","usesDevice","Computer (Android)"
"UserSession: 427_Facebook_Computer","connectsVia","Wi-Fi"
"UserSession: 427_Facebook_Computer","performsActivity","At Home"
"UserID: 428","hasGender","Male"
"UserID: 428","livesIn","Mexico"
"UserID: 428","hasProfession","Engineer"
"UserID: 428","hasDemographics","Rural"
"UserID: 428","watched","VideoID: 8081 (Trends)"
"VideoID: 8081 (Trends)","watchReason","Entertainment"
"UserID: 428","watchedSession","UserSession: 428_Tiktok_Smartphone"
"UserSession: 428_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 428_Tiktok_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 428_Tiktok_Smartphone","connectsVia","Wi-Fi"
"UserSession: 428_Tiktok_Smartphone","performsActivity","Commuting"
"UserID: 429","hasGender","Male"
"UserID: 429","livesIn","Indonesia"
"UserID: 429","hasProfession","Teacher"
"UserID: 429","hasDemographics","Urban"
"UserID: 429","watched","VideoID: 6824 (Vlogs)"
"VideoID: 6824 (Vlogs)","watchReason","Boredom"
"UserID: 429","watchedSession","UserSession: 429_Tiktok_Computer"
"UserSession: 429_Tiktok_Computer","usesPlatform","Tiktok"
"UserSession: 429_Tiktok_Computer","usesDevice","Computer (Android)"
"UserSession: 429_Tiktok_Computer","connectsVia","Wi-Fi"
"UserSession: 429_Tiktok_Computer","performsActivity","At Work"
"UserID: 430","hasGender","Female"
"UserID: 430","livesIn","Vietnam"
"UserID: 430","hasProfession","Artist"
"UserID: 430","hasDemographics","Rural"
"UserID: 430","watched","VideoID: 1190 (Pranks)"
"VideoID: 1190 (Pranks)","watchReason","Habit"
"UserID: 430","watchedSession","UserSession: 430_Instagram_Smartphone"
"UserSession: 430_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 430_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 430_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 430_Instagram_Smartphone","performsActivity","At Work"
"UserID: 431","hasGender","Male"
"UserID: 431","livesIn","Pakistan"
"UserID: 431","hasProfession","Labor/Worker"
"UserID: 431","hasDemographics","Rural"
"UserID: 431","watched","VideoID: 6605 (Trends)"
"VideoID: 6605 (Trends)","watchReason","Boredom"
"UserID: 431","watchedSession","UserSession: 431_Tiktok_Smartphone"
"UserSession: 431_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 431_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 431_Tiktok_Smartphone","connectsVia","Wi-Fi"
"UserSession: 431_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 432","hasGender","Female"
"UserID: 432","livesIn","United States"
"UserID: 432","hasProfession","Students"
"UserID: 432","hasDemographics","Rural"
"UserID: 432","watched","VideoID: 8651 (Comedy)"
"VideoID: 8651 (Comedy)","watchReason","Boredom"
"UserID: 432","watchedSession","UserSession: 432_Instagram_Smartphone"
"UserSession: 432_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 432_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 432_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 432_Instagram_Smartphone","performsActivity","At Home"
"UserID: 433","hasGender","Female"
"UserID: 433","livesIn","United States"
"UserID: 433","hasProfession","Waiting Staff"
"UserID: 433","hasDemographics","Urban"
"UserID: 433","watched","VideoID: 9405 (Gaming)"
"VideoID: 9405 (Gaming)","watchReason","Habit"
"UserID: 433","watchedSession","UserSession: 433_Facebook_Smartphone"
"UserSession: 433_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 433_Facebook_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 433_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 433_Facebook_Smartphone","performsActivity","At Work"
"UserID: 434","hasGender","Male"
"UserID: 434","livesIn","Philippines"
"UserID: 434","hasProfession","Students"
"UserID: 434","hasDemographics","Rural"
"UserID: 434","watched","VideoID: 9104 (Comedy)"
"VideoID: 9104 (Comedy)","watchReason","Entertainment"
"UserID: 434","watchedSession","UserSession: 434_Tiktok_Tablet"
"UserSession: 434_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 434_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 434_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 434_Tiktok_Tablet","performsActivity","At Work"
"UserID: 435","hasGender","Other"
"UserID: 435","livesIn","Philippines"
"UserID: 435","hasProfession","Engineer"
"UserID: 435","hasDemographics","Rural"
"UserID: 435","watched","VideoID: 1026 (Life Hacks)"
"VideoID: 1026 (Life Hacks)","watchReason","Habit"
"UserID: 435","watchedSession","UserSession: 435_Tiktok_Smartphone"
"UserSession: 435_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 435_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 435_Tiktok_Smartphone","connectsVia","Wi-Fi"
"UserSession: 435_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 436","hasGender","Other"
"UserID: 436","livesIn","Japan"
"UserID: 436","hasProfession","Students"
"UserID: 436","hasDemographics","Rural"
"UserID: 436","watched","VideoID: 7786 (Vlogs)"
"VideoID: 7786 (Vlogs)","watchReason","Boredom"
"UserID: 436","watchedSession","UserSession: 436_Youtube_Tablet"
"UserSession: 436_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 436_Youtube_Tablet","usesDevice","Tablet (Android)"
"UserSession: 436_Youtube_Tablet","connectsVia","Wi-Fi"
"UserSession: 436_Youtube_Tablet","performsActivity","At Home"
"UserID: 437","hasGender","Female"
"UserID: 437","livesIn","Barzil"
"UserID: 437","hasProfession","Labor/Worker"
"UserID: 437","hasDemographics","Urban"
"UserID: 437","watched","VideoID: 72 (Trends)"
"VideoID: 72 (Trends)","watchReason","Boredom"
"UserID: 437","watchedSession","UserSession: 437_Tiktok_Smartphone"
"UserSession: 437_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 437_Tiktok_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 437_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 437_Tiktok_Smartphone","performsActivity","At School"
"UserID: 438","hasGender","Female"
"UserID: 438","livesIn","Pakistan"
"UserID: 438","hasProfession","Students"
"UserID: 438","hasDemographics","Urban"
"UserID: 438","watched","VideoID: 5547 (Pranks)"
"VideoID: 5547 (Pranks)","watchReason","Entertainment"
"UserID: 438","watchedSession","UserSession: 438_Tiktok_Tablet"
"UserSession: 438_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 438_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 438_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 438_Tiktok_Tablet","performsActivity","At School"
"UserID: 439","hasGender","Male"
"UserID: 439","livesIn","Japan"
"UserID: 439","hasProfession","Students"
"UserID: 439","hasDemographics","Rural"
"UserID: 439","watched","VideoID: 2686 (Asmr)"
"VideoID: 2686 (Asmr)","watchReason","Habit"
"UserID: 439","watchedSession","UserSession: 439_Youtube_Smartphone"
"UserSession: 439_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 439_Youtube_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 439_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 439_Youtube_Smartphone","performsActivity","At Work"
"UserID: 440","hasGender","Male"
"UserID: 440","livesIn","Barzil"
"UserID: 440","hasProfession","Cashier"
"UserID: 440","hasDemographics","Rural"
"UserID: 440","watched","VideoID: 9386 (Jokes/Memes)"
"VideoID: 9386 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 440","watchedSession","UserSession: 440_Youtube_Smartphone"
"UserSession: 440_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 440_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 440_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 440_Youtube_Smartphone","performsActivity","At School"
"UserID: 441","hasGender","Female"
"UserID: 441","livesIn","Vietnam"
"UserID: 441","hasProfession","Cashier"
"UserID: 441","hasDemographics","Urban"
"UserID: 441","watched","VideoID: 7373 (Entertainment)"
"VideoID: 7373 (Entertainment)","watchReason","Entertainment"
"UserID: 441","watchedSession","UserSession: 441_Facebook_Smartphone"
"UserSession: 441_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 441_Facebook_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 441_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 441_Facebook_Smartphone","performsActivity","At Work"
"UserID: 442","hasGender","Male"
"UserID: 442","livesIn","India"
"UserID: 442","hasProfession","Labor/Worker"
"UserID: 442","hasDemographics","Rural"
"UserID: 442","watched","VideoID: 1849 (Vlogs)"
"VideoID: 1849 (Vlogs)","watchReason","Boredom"
"UserID: 442","watchedSession","UserSession: 442_Tiktok_Smartphone"
"UserSession: 442_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 442_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 442_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 442_Tiktok_Smartphone","performsActivity","At School"
"UserID: 443","hasGender","Male"
"UserID: 443","livesIn","Vietnam"
"UserID: 443","hasProfession","Driver"
"UserID: 443","hasDemographics","Rural"
"UserID: 443","watched","VideoID: 2023 (Pranks)"
"VideoID: 2023 (Pranks)","watchReason","Habit"
"UserID: 443","watchedSession","UserSession: 443_Facebook_Smartphone"
"UserSession: 443_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 443_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 443_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 443_Facebook_Smartphone","performsActivity","At Work"
"UserID: 444","hasGender","Male"
"UserID: 444","livesIn","Mexico"
"UserID: 444","hasProfession","Manager"
"UserID: 444","hasDemographics","Rural"
"UserID: 444","watched","VideoID: 6339 (Life Hacks)"
"VideoID: 6339 (Life Hacks)","watchReason","Boredom"
"UserID: 444","watchedSession","UserSession: 444_Facebook_Smartphone"
"UserSession: 444_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 444_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 444_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 444_Facebook_Smartphone","performsActivity","At School"
"UserID: 445","hasGender","Male"
"UserID: 445","livesIn","United States"
"UserID: 445","hasProfession","Students"
"UserID: 445","hasDemographics","Rural"
"UserID: 445","watched","VideoID: 3742 (Life Hacks)"
"VideoID: 3742 (Life Hacks)","watchReason","Boredom"
"UserID: 445","watchedSession","UserSession: 445_Youtube_Tablet"
"UserSession: 445_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 445_Youtube_Tablet","usesDevice","Tablet (Android)"
"UserSession: 445_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 445_Youtube_Tablet","performsActivity","At School"
"UserID: 446","hasGender","Male"
"UserID: 446","livesIn","India"
"UserID: 446","hasProfession","Waiting Staff"
"UserID: 446","hasDemographics","Rural"
"UserID: 446","watched","VideoID: 1299 (Life Hacks)"
"VideoID: 1299 (Life Hacks)","watchReason","Entertainment"
"UserID: 446","watchedSession","UserSession: 446_Instagram_Smartphone"
"UserSession: 446_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 446_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 446_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 446_Instagram_Smartphone","performsActivity","At Work"
"UserID: 447","hasGender","Female"
"UserID: 447","livesIn","Philippines"
"UserID: 447","hasProfession","Labor/Worker"
"UserID: 447","hasDemographics","Rural"
"UserID: 447","watched","VideoID: 4103 (Gaming)"
"VideoID: 4103 (Gaming)","watchReason","Entertainment"
"UserID: 447","watchedSession","UserSession: 447_Facebook_Smartphone"
"UserSession: 447_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 447_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 447_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 447_Facebook_Smartphone","performsActivity","At Home"
"UserID: 448","hasGender","Male"
"UserID: 448","livesIn","Barzil"
"UserID: 448","hasProfession","Engineer"
"UserID: 448","hasDemographics","Rural"
"UserID: 448","watched","VideoID: 905 (Vlogs)"
"VideoID: 905 (Vlogs)","watchReason","Boredom"
"UserID: 448","watchedSession","UserSession: 448_Instagram_Smartphone"
"UserSession: 448_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 448_Instagram_Smartphone","usesDevice","Smartphone (Android)"
